number_of_nodes,number_of_nodes,number_of_nodes,number_of_nodes,timestamp,number_of_packets,simulation_time_ms,message_period_ms,path_loss_model,messages_created,packets_sent,potential_receivers,packets_sensed,packets_received,useful_receptions,duplicate_packets,collisions,packets_dropped_delay_or_hop_limit,mean_delay_ms,tx_air_utilization_rate,collision_rate,node_reach,usefulness,no_link_rate,total_directed_links,available_directed_links,unavailable_directed_links,transmissions_per_message,successful_decode_rate,average_nodes_reached_per_message
77,77,77,77,1785785954.62726,20398,1800000,100000,6,950,20398,1550248,1503182,101784,26412,75372,305,74758,594037.0039480258,0.010431841154401156,0.0002029029086298266,0.36581717451523543,0.2594906861589248,0.0014414414414414415,5550,5542,8,21.47157894736842,0.06771235951468285,27.802105263157895
77,77,77,77,1785786203.5747032,20606,1800000,100000,6,957,20606,1566056,1522178,101838,26120,75718,281,75002,598243.7704564978,0.01041679884559885,0.00018460390309149127,0.35912665676731015,0.25648579115850667,0.0007207207207207207,5550,5546,4,21.531870428422152,0.06690281951256687,27.29362591431557
77,77,77,77,1785786451.18665,20405,1800000,100000,6,955,20405,1550780,1508979,101116,25826,75290,0,74353,602136.167859275,0.010296460375180378,0.0,0.35582805180490495,0.255409628545433,0.00036036036036036037,5550,5548,2,21.36649214659686,0.06700954751524044,27.042931937172774
77,77,77,77,1785786694.5880709,20526,1800000,100000,6,956,20526,1559976,1516258,100961,25971,74990,362,74136,603155.2938373102,0.01033406614718615,0.0002387456488275742,0.35745155252147104,0.25723794336426936,0.0,5550,5550,0,21.47071129707113,0.06658563384331691,27.1663179916318
77,77,77,77,1785786940.670089,20757,1800000,100000,6,943,20757,1577532,1533396,102216,26415,75801,217,75064,595885.9482660694,0.01043936230880231,0.00014151595543486484,0.36857453814812746,0.2584233388119277,0.0,5550,5550,0,22.01166489925769,0.06665988433516196,28.01166489925769
77,77,77,77,1785787187.263245,20759,1800000,100000,6,948,20759,1577684,1531170,101778,26415,75363,572,74575,595695.3643221286,0.01045440461760462,0.0003735705375627788,0.3666305796135909,0.25953545952956436,0.00036036036036036037,5550,5548,2,21.897679324894515,0.06647073806304983,27.86392405063291
77,77,77,77,1785787442.221506,20609,1800000,100000,6,954,20609,1566284,1523403,101159,26195,74964,196,73993,596391.3985090174,0.010326544992784997,0.00012865932389525292,0.36129041156349995,0.25894878359809803,0.0,5550,5550,0,21.60272536687631,0.06640330890775455,27.458071278825997
77,77,77,77,1785787705.696812,20395,1800000,100000,6,956,20395,1550020,1507373,101087,26122,74965,175,74231,595624.3668400589,0.010319023838383842,0.00011609601604911326,0.3595298392424576,0.25841107165115196,0.0,5550,5550,0,21.3336820083682,0.06706170271060978,27.324267782426777
77,77,77,77,1785787944.7681558,20626,1800000,100000,6,951,20626,1567576,1522092,101187,25972,75215,858,74361,596948.4502025858,0.010424320000000004,0.0005636978579481398,0.35934473407493495,0.25667328807060197,0.0007207207207207207,5550,5546,4,21.68874868559411,0.06647889877878604,27.31019978969506
77,77,77,77,1785788189.447808,20702,1800000,100000,6,954,20702,1573352,1527745,101741,26484,75257,185,74416,598411.9747631117,0.010401756536796541,0.00012109350709706135,0.3652763985435286,0.2603080370745324,0.00036036036036036037,5550,5548,2,21.70020964360587,0.06659553786790334,27.761006289308177
77,77,77,77,1785788430.8496451,20589,1800000,100000,6,955,20589,1564764,1520354,101509,26266,75243,220,74527,596073.7499794648,0.010386714227994231,0.00014470314150520207,0.3618903279140259,0.25875538129623976,0.00036036036036036037,5550,5548,2,21.559162303664923,0.06676668723205254,27.50366492146597
77,77,77,77,1785788673.276085,21001,1800000,100000,6,945,21001,1596076,1551040,102516,26565,75951,323,75201,600052.6228608126,0.010484489235209239,0.00020824736950691148,0.36988304093567254,0.259130282102306,0.0,5550,5550,0,22.223280423280425,0.06609500722096141,28.11111111111111
77,77,77,77,1785788936.457356,20698,1800000,100000,6,941,20698,1573048,1527066,102295,26636,75659,199,74892,591770.4442786773,0.01046944692640693,0.00013031525814863275,0.37244812349683987,0.26038418300014665,0.0007207207207207207,5550,5546,4,21.995749202975556,0.06698793634328837,28.30605738575983
77,77,77,77,1785789184.865134,20648,1800000,100000,6,955,20648,1569248,1525889,101574,26565,75009,184,74273,594042.9264580577,0.010371671919191925,0.00012058544232247561,0.36600992008817856,0.26153346328784927,0.00036036036036036037,5550,5548,2,21.620942408376962,0.06656709629599532,27.81675392670157
77,77,77,77,1785789406.0430431,20684,1800000,100000,6,954,20684,1571984,1529670,100337,26046,74291,262,73454,600955.5457311415,0.010243812294372299,0.00017127877254571248,0.35923535253227407,0.25958519788313383,0.0,5550,5550,0,21.68134171907757,0.0655938862630502,27.30188679245283
77,77,77,77,1785789611.3769002,20161,1800000,100000,6,946,20161,1532236,1486587,101346,25965,75381,636,74583,593562.0439972739,0.010431841154401156,0.0004278256166642114,0.3611466562812952,0.2562015274406489,0.0014414414414414415,5550,5542,8,21.31183932346723,0.06817360840636975,27.447145877378436
77,77,77,77,1785789821.365556,20658,1800000,100000,6,947,20658,1570008,1524689,101787,26342,75445,466,74379,595851.7580275869,0.010446883463203467,0.00030563610021453554,0.36600344578447175,0.2587953274976176,0.0,5550,5550,0,21.814149947201688,0.06675918826724664,27.81626187961985
102,102,102,102,1785790253.39487,31345,1800000,100000,6,1237,31345,3165845,3094643,140702,36821,103881,612,102556,673379.7281685702,0.008141870849673204,0.00019776109877617546,0.2947165371347159,0.261694929709599,0.00040404040404040404,9900,9896,4,25.33953112368634,0.04546631065360366,29.766370250606304
102,102,102,102,1785790683.526677,30953,1800000,100000,6,1249,30953,3126253,3061363,140548,36232,104316,242,103397,674815.7862363288,0.008085093507625273,7.904975659534658e-05,0.2872159113429357,0.257790932635114,0.00040404040404040404,9900,9896,4,24.7822257806245,0.04591026938001145,29.00880704563651
102,102,102,102,1785791118.831862,31212,1800000,100000,6,1244,31212,3152412,3086088,141008,36825,104183,636,103159,673276.6647140919,0.008141870849673204,0.00020608615178828343,0.2930900003183598,0.2611553954385567,0.0,9900,9900,0,25.090032154340836,0.04569150328830545,29.60209003215434
102,102,102,102,1785791558.134541,31049,1800000,100000,6,1241,31049,3135949,3066705,140741,36722,104019,470,102846,675248.2108620023,0.008124837647058826,0.00015325895382829453,0.29297675940035584,0.26091899304396016,0.00040404040404040404,9900,9896,4,25.019339242546334,0.045893230682442554,29.59065269943594
102,102,102,102,1785791987.59724,31283,1800000,100000,6,1251,31283,3159583,3093183,140213,36727,103486,498,102669,675485.9146543965,0.008090771241830066,0.00016099920373285382,0.2906743911801252,0.26193719555248085,0.0,9900,9900,0,25.006394884092725,0.04532968143171613,29.358113509192645
102,102,102,102,1785792425.722358,30964,1800000,100000,6,1245,30964,3127364,3062075,139682,36628,103054,385,102012,673502.4465278557,0.008051027102396515,0.00012573173419984815,0.2912879239731202,0.2622241949571169,0.0,9900,9900,0,24.870682730923694,0.04561677947143685,29.42008032128514
102,102,102,102,1785792853.662192,31209,1800000,100000,6,1259,31209,3152109,3087273,139932,36531,103401,391,102174,680990.091717913,0.008062382570806102,0.0001266489876340706,0.2872859962723834,0.26106251607923847,0.0,9900,9900,0,24.788721207307386,0.045325437692099145,29.015885623510723
102,102,102,102,1785793289.8529449,31417,1800000,100000,6,1245,31417,3173117,3102123,141091,37115,103976,244,103029,672836.8232162159,0.008141870849673204,7.865581087532636e-05,0.2951608413853434,0.26305717586522176,0.0006060606060606061,9900,9894,6,25.23453815261044,0.04548207791889619,29.811244979919678
102,102,102,102,1785793732.697657,31197,1800000,100000,6,1237,31197,3150897,3081721,140888,36826,104062,614,103039,673248.414695412,0.008147548583877997,0.0001992393211455547,0.29475655730488165,0.2613849298733746,0.00020202020202020202,9900,9898,2,25.21988682295877,0.04571731185269529,29.770412287793047
102,102,102,102,1785794173.046668,31148,1800000,100000,6,1239,31148,3145948,3074495,140434,36329,104105,813,102656,674948.7992125176,0.008141870849673204,0.0002644336712208021,0.29030917619607,0.2586909153054104,0.0006060606060606061,9900,9894,6,25.139628732849072,0.04567709493754259,29.321226795803067
102,102,102,102,1785794623.486662,30930,1800000,100000,6,1249,30930,3123930,3053701,140462,36227,104235,376,102887,674793.1488147875,0.00811348217864924,0.00012312927821027665,0.28717627567400456,0.25791317224587434,0.0006060606060606061,9900,9894,6,24.76381104883907,0.04599729967013797,29.00480384307446
102,102,102,102,1785795063.156149,31072,1800000,100000,6,1249,31072,3138272,3072925,140224,36330,103894,245,102761,676378.5781606778,0.008073738039215688,7.972859734617669e-05,0.28799277045398697,0.25908546325878595,0.0,9900,9900,0,24.877502001601282,0.04563209320110318,29.087269815852682
102,102,102,102,1785795503.3806798,31375,1800000,100000,6,1240,31375,3168875,3098909,140998,37196,103802,1220,102868,669310.0334156672,0.008192970457516342,0.00039368693950032094,0.2969977642925583,0.2638051603568845,0.00020202020202020202,9900,9898,2,25.302419354838708,0.04549923860300512,29.996774193548386
102,102,102,102,1785795952.620405,31203,1800000,100000,6,1235,31203,3151503,3081465,140580,36231,104349,818,102524,680616.0227421185,0.00813619311546841,0.0002654581505874641,0.2904637832204273,0.2577251387110542,0.0,9900,9900,0,25.265587044534414,0.045621157468931174,29.33684210526316
102,102,102,102,1785796393.079634,31175,1800000,100000,6,1247,31175,3148675,3081103,140307,36528,103779,535,102422,674445.8384989471,0.008102126710239653,0.000173639115602432,0.2900267572867952,0.2603433898522526,0.0,9900,9900,0,25.0,0.04553791288379519,29.29270248596632
102,102,102,102,1785796834.589757,30985,1800000,100000,6,1241,30985,3129485,3058433,140817,36622,104195,886,103388,671073.5650389349,0.00817025952069717,0.0002896908318737079,0.29217893586296584,0.2600680315586896,0.00020202020202020202,9900,9898,2,24.967767929089444,0.04604220527309246,29.51007252215955
102,102,102,102,1785797275.811203,31333,1800000,100000,6,1253,31333,3164633,3095531,140635,36525,104110,927,102942,676662.582165949,0.008147548583877997,0.0002994639691865467,0.28861425647752326,0.25971486472073096,0.00040404040404040404,9900,9896,4,25.00638467677574,0.04543162384741099,29.15003990422985
102,102,102,102,1785797709.765175,31365,1800000,100000,6,1243,31365,3167865,3101012,140974,36626,104348,941,103264,679427.6654784787,0.008158904052287584,0.0003034493255750058,0.291740678492628,0.25980677288010556,0.0,9900,9900,0,25.23330651649236,0.045460643170681055,29.46580852775543
102,102,102,102,1785798138.309261,30882,1800000,100000,6,1250,30882,3119082,3055383,139105,36234,102871,471,101690,676672.3358075453,0.008016960697167758,0.0001541541600512931,0.2870019801980198,0.26047949390748,0.0,9900,9900,0,24.7056,0.04552784380877946,28.9872
102,102,102,102,1785798572.715043,31186,1800000,100000,6,1240,31186,3149786,3079490,140766,37018,103748,624,102836,670315.2198214474,0.008141870849673204,0.0002026309551256864,0.2955764931331843,0.26297543440887716,0.0006060606060606061,9900,9894,6,25.15,0.04571081575195893,29.85322580645161
